X,Y,OBJECTID,FOLIO,NAME,ENTITYNAME,ADDRESS,CITY,ZIPCODE,PHONE,PHONE2,TYPE,CAPACITY,CAP_DESC,LAT,LON,POINT_X,POINT_Y
-8923157.24019999,2961299.2518,323,2442320290001,LORD BALFOUR HOTEL,GREEN COMET LLC,350 OCEAN DR,MIAMI BEACH,33139,305-755-5869,,HOTL,81,Rooms,25.69455,-80.15808,933412.065592829,495558.893110491
-8919578.45289999,2974636.6968,324,0232260010740,LORRAINE HOTEL,2601 COLLINS LLC,2601 COLLINS AVE,MIAMI BEACH,33140,305-864-3777,305-864-3777,HOTL,42,Rooms,25.80247,-80.12593,943739.275581412,534851.821742326
-8919143.96939999,2981145.0374,325,0232110010290,M BOUTIQUE HOTEL,ALPHA HOUSE INC AND M GROUP HOTELS INC,6945 ABBOTT AVE,MIAMI BEACH,33141,,,HOTL,11,Rooms,25.85509,-80.12203,944895.747677911,553988.062013075
-8920226.2517,2971447.085,326,0242030040010,MAJESTIC HOTEL,MAJESTIC HOTEL SOUTH BEACH LLC,660 OCEAN DR,MIAMI BEACH,33139,305-672-5858,,HOTL,49,Rooms,25.77667,-80.13175,941886.437423579,525461.997674242
-8933979.34409999,2966443.6054,327,0141170031320,MALIBU HOTEL,MALIBU HOTEL INC,2936 SW 37 CT,MIAMI,33134,305-442-9828,,HOTL,34,Rooms,25.73619,-80.25531,901311.856171329,510499.605683073
-8926149.29439999,2970087.2769,328,0142070030010,MANDARIN ORIENTAL MIAMI,SWIRE BRICKELL KEY HOTEL LTD,500 BRICKELL KEY DR,MIAMI,33131,5779999,,HOTL,329,Rooms,25.76567,-80.18496,924401.030793414,521351.855632074
-8918911.64289999,2992777.2942,329,3122020450001,MARENAS RESORT,BMC-THE BENCHMARK MANAGEMENT COMPANY,18683 COLLINS AVENUE,SUNNY ISLES BEACH,33160,305-503-6000,305-503-6000,HOTL,160,Rooms,25.94909,-80.11994,945352.859952662,588158.430680074
-8920200.71569999,2972236.6529,330,0232340081080,MARLIN HOTEL,MRK 1200 COLLINS AVENUE LLC,1200 COLLINS AVE,MIAMI BEACH,33139,305-695-3000,305-695-3000,HOTL,14,Rooms,25.78305,-80.13152,941946.624639161,527783.935943738
-8920029.50159999,2972546.4753,331,0232342020001,MARRIOTT VACATION CLUB SOUTH BEACH,MARRIOTT RESORTS HOSPITALITY CORPORATION,1410 OCEAN DR,MIAMI BEACH,33139,407-206-6455,407-206-6455,HOTL,48,Rooms,25.78556,-80.13,942446.73846833,528698.164430238
-8919904.20049999,2973491.9804,332,0232340190490,MARSEILLES HOTEL,MCM CORP,1741 COLLINS AVE,MIAMI BEACH,33139,305-538-5711,305-538-5711,HOTL,113,Rooms,25.79321,-80.12886,942798.748262994,531480.312081158
-8932388.87529999,2965515.0691,333,0141212760001,MAYFAIR HOTEL & SPA,MAYFAIR CLTG HOLDINGS LLC,3000 FLORIDA AVE,MIAMI,33133,305-441-0000,305-441-0000,HOTL,179,Rooms,25.72867,-80.24101,906030.956313163,507795.352889493
-8920510.25829999,2970636.1853,334,0242032350001,MERCURY HOTEL,MERCURY HOTEL GROUP,100 COLLINS AVENUE,MIAMI BEACH,33139,484-325-4688,484-325-4688,HOTL,22,Rooms,25.77011,-80.1343,941062.497798495,523072.186508991
-8920809.70009999,2973609.6113,335,0232342300001,MERIDIAN HOUSE,R POWER HOLDINGS INC,1816 MERIDIAN AVE,MIAMI BEACH,33139,786-365-3849,954-812-5029,HOTL,28,Rooms,25.79416,-80.13699,940119.937019579,531808.497448407
-8920292.83929999,2971383.819,336,0242030040090,METROPOLE HOTEL,METROPOLE HOTEL APARTMENTS LLC,635 COLLINS AVE,MIAMI BEACH,33139,305-398-7000,308-398-7000,HOTL,42,Rooms,25.77616,-80.13235,941690.810518246,525274.68472866
-8934811.2252,2972353.8408,337,0131320270010,MIAMI AIRPORT MARRIOTT- FULL SERVICE,MARRIOTT HOTEL SERVICE INC,1201 NW 42 AVE,MIAMI,33126,305-649-5000,305-644-5670,HOTL,365,Rooms,25.784,-80.26277,898754.599146746,527865.211371742
-8946460.21689999,2975258.1333,338,3530290010281,MIAMI AIRPORT WEST/DORAL TOWNEPLACE SUITES,M-10505 DORAL HOTEL OWNER LLC,10505 NW 36 ST,MIAMI,33178,305-718-4144,561-207-2700,HOTL,94,Rooms,25.80749,-80.36742,864278.869869996,536223.768145405
-8920284.38699999,2970673.2198,339,0242030120030,MIAMI BCH MARRIOTT AT SO BEACH,KOMAR INV INC,161 OCEAN DR,MIAMI BEACH,33139,5367700,305-536-7700,HOTL,236,Rooms,25.77041,-80.13228,941729.557816077,523185.474012077
-8919331.77609999,2981602.4132,340,0232020030810,MIAMI BEACH BYRON SUITES,DIVINA PROPERTY ASSISTANCE LLC,7320 BYRON AVE,MIAMI BEACH,33141,,,HOTL,16,Rooms,25.85879,-80.12373,944331.937453829,555328.247324824
-8919375.19839999,2974989.5124,341,0232260540001,MIAMI BEACH EDITION HOTEL,EDITION MANAGEMENT LLC,2901 COLLINS AVE,MIAMI BEACH,33140,786-470-3412,786-470-3412,HOTL,299,Rooms,25.80532,-80.12411,944333.122818913,535892.937114157
-8920163.4807,2972040.5356,342,0232340080250,MIAMI BEACH INTERNATIONAL HOSTEL,1051 COLLINS HOTEL LLC,1051 COLLINS AVE,MIAMI BEACH,33139,786-629-9144,305-534-2196,HOTL,31,Rooms,25.78147,-80.13119,942060.499083329,527208.060783155
-8919087.4474,2977293.2147,343,0232230020130,MIAMI BEACH RESORT AND SPA,MIAMI BEACH RESORT OWNER LLC,4833 COLLINS AVE,MIAMI BEACH,33140,,,HOTL,424,Rooms,25.82395,-80.12152,945138.381378997,542669.870082572
-8935224.04,2969903.2469,344,3041080150010,MIAMI EXECUTIVE MOTEL,RESORTS OF DADE INC,4350 SW 8TH ST,MIAMI,33134,305-443-8464,,MOTL,37,Rooms,25.76418,-80.26648,897574.412202664,520653.111294657
-8934811.2252,2972353.8408,345,0131320270010,MIAMI INT'L AIRPORT HOTEL,MCR INVESTORS LLC,MIAMI INT'L AIRPORT,MIAMI,33159,305-871-4100,305-871-4100,HOTL,264,Rooms,25.784,-80.26277,898754.599146746,527865.211371742
-8941406.8121,2988646.7858,346,3220140010410,MIAMI LAKES HOTEL AND GOLF,GRAHAM COMPANIES,7601 MIAMI LAKES DR,MIAMI LAKES,33014,305-556-0100,,HOTL,86,Rooms,25.91572,-80.32202,879010.812190831,575634.810386159
-8942459.4944,2988417.992,347,3220150030020,MIAMI LAKES TOWNEPLACE SUITES,OPERADORA HOTELERA PALMA LLC,8079 NW 154 ST,MIAMI LAKES,33016,305-512-9191,561-207-2700,HOTL,94,Rooms,25.91387,-80.33148,875905.934542328,574946.93544957
-8935439.2292,2976080.5086,348,0431200190480,MIAMI MANSION MOTEL,611 OKEECHOBEE LLC,611 E OKEECHOBEE RD,HIALEAH,33010,305-670-8088,305-670-8088,HOTL,29,Rooms,25.81414,-80.26841,896837.310330413,538809.812185906
-8940540.7237,2960137.7994,349,3050020570010,MIAMI MARRIOTT DADELAND,MDM HOTEL GROUP LTD,9090 S DADELAND BLVD,MIAMI,33156,305-670-1035,305-671-5111,HOTL,303,Rooms,25.68515,-80.31424,882004.72844708,491844.344109155
-8935041.2059,2972236.8422,350,0131320090080,MIAMI PRINCESS HOTEL,MIAMI INTER AIRPORT HTL INC,4251 NW 11 ST,MIAMI,33126,305-441-1862,305-441-1862,MOTL,83,Rooms,25.78306,-80.26485,898076.685476329,527517.436476737
-8927975.9022,2970915.3057,351,0102010801160,MIAMI RIVER INN,RIVER INN SRD LLC,437 SW 2ND ST,MIAMI,33130,305-325-0045,305-325-0045,HOTL,14,Rooms,25.77237,-80.20137,918985.854615912,523753.509293325
-8935895.6525,2975419.6674,352,0531200300010,MIAMI SPRINGS INN,TOTO HOSPITALITY LLC,661 EAST DRIVE,MIAMI SPRINGS,33166,305-381-0743,305-381-0743,MOTL,38,Rooms,25.8088,-80.27251,895499.184069663,536859.918119825
-8935881.2945,2975357.5757,353,,MIAMI SPRINGS INN,TOTO HOSPITALITY LLC,4585 NW 36 ST,MIAMI SPRINGS,33166,305-882-1212,305-381-0743,MOTL,21,Rooms,25.8083,-80.27238,895542.627224244,536677.64190957
-8926952.5677,2971445.6511,354,0101090801020,MIAMI SUN HOTEL,MIAMI SUN HOTEL LLC,226 NE 1ST AVENUE,MIAMI,33132,305-375-0786,305-375-0786,HOTL,90,Rooms,25.77666,-80.19218,922001.642219495,525331.29517974
-8926939.5565,2975417.6353,355,0131250880001,MIDTOWN HOTEL INVESTMENT LLC,"MIDTOWN HOTEL INVESTMENT, LLC",3401 NE 1 AVE,MIAMI,33137,305-789-2733,305-789-2733,HOTL,60,Rooms,25.80878,-80.19206,921968.456590328,537008.364017159
-8918883.956,2980342.9124,356,0232110800001,MIMOSA,EXCLUSIVACATIONS AT MIAMI BEACH LLC,6525 COLLINS AVENUE,MIAMI BEACH,33141,,,HOTL,60,Rooms,25.84861,-80.1197,945679.70838033,551636.247819074
-8921005.8004,2972011.2863,357,0242030140020,MLB 1032 MICHIGAN AVENUE LLC & LIDO 1032 MICHIGAN AVENUE LLC,MLB SOUTH BEACH RENTAL PORTFOLIO MANAGER LLC,1032 MICHIGAN AVE,MIAMI BEACH,33139,,786-802-1905,HOTL,5,Rooms,25.78123,-80.13877,939571.024403494,527105.712890737
-8920518.2427,2972730.2068,358,0232340150090,MLB 1440 PENN AVENUE LLC & LIDO 1440 PENN AVENUE LLC,MLB SOUTH BEACH RENTAL PORTFOLIO MANAGER LLC,1440 PENNSYLVANIA AVE,MIAMI BEACH,33139,,,HOTL,6,Rooms,25.78705,-80.13438,940998.437231079,529228.811662905
-8920664.0492,2972872.435,359,0232340021080,MLB 1534 EUCLID AVENUE LLC & LIDO 1534 EUCLID AVENUE LLC,MLB SOUTH BEACH RENTAL PORTFOLIO MANAGER LLC,1534 EUCLID AVE,MIAMI BEACH,33139,,786-802-1905,HOTL,6,Rooms,25.7882,-80.13569,940564.684817746,529644.124808654
-8920914.5194,2972874.9144,360,0232340021410,"MLB 1536 JEFFERSON AVENUE, LLC & LIDO 1536 JEFFERSON AVENUE, LLC","MLB SOUTH BEACH RENTAL PORTFOLIO MANAGER, LLC",1536 JEFFERSON AVE,MIAMI BEACH,33139,,786-565-3404,HOTL,16,Rooms,25.78822,-80.13794,939824.247650329,529646.560827404
-8921453.6174,2972099.2878,361,0242033340001,MONDRIAN SOUTH BEACH,1100 WEST INVESTMENTS LLC,1100 WEST AVE,MIAMI BEACH,33139,305-374-5700,305-374-5700,HOTL,350,Rooms,25.78194,-80.14278,938245.517868161,527355.810159571
-8920007.3993,2973692.4246,362,0232340190060,MORENO'S CUBA,DECO BEACH INNS LTD,1850 COLLINS AVE,MIAMI BEACH,33139,305-531-5745,,HOTL,104,Rooms,25.79483,-80.12979,942489.810560662,532067.559922405
-8940752.2106,2975373.8055,363,3030260030010,MOTEL 6,GHANDOOR ALI,7330 NW 36 ST,MIAMI,33166,305-592-5440,305-592-5440,MOTL,120,Rooms,25.80843,-80.31614,881146.726882245,536648.146233656
-8946306.2217,2946947.9388,364,3660070180010,MOTEL 6 # 2017,G6 HOSPITALITY PROPERTY LLC,10775 CARIBBEAN BLVD,CUTLER BAY,33189,305-253-9960,972-360-5526,MOTL,154,Rooms,25.57832,-80.36603,865133.571572661,452932.95178774
-8932678.3837,2970041.8663,365,0141040370870,MOTEL 77,MOTEL 77 INC,3021 SW 8 ST,MIAMI,33135,786-351-5609,786-351-5609,MOTL,15,Rooms,25.7653,-80.24361,905098.407981411,521103.253438987
-8926326.9131,2977404.2574,366,0132190160090,MOTEL BIANCO,RIVER PARK HOTEL & SUITES INC,5255 N BISCAYNE BLVD,MIAMI,33137,,305-571-5050,MOTL,32,Rooms,25.82485,-80.18656,923742.997004494,542858.623313993
-8926149.98,2980058.4954,367,0132070400230,MOTEL BLU,VENTURA 77 LLC,7700 BISCAYNE BLVD,MIAMI,33138,,,MOTL,62,Rooms,25.84631,-80.18498,924217.48850958,550662.01584366
-8934883.4412,2975663.4694,368,0431200110130,MOTEL PRESIDENTE,PACIFIC DEVELOPMENT CORP,1395 SE 8 CT,HIALEAH,33010,305-883-7300,305-670-8088,MOTL,50,Rooms,25.81077,-80.26342,898486.690889914,537593.17879241
-8929017.9423,2986401.3314,369,0621250030021,MOTEL SEVEN,EGWAN CORP,13405 NW 7 AVE,NORTH MIAMI,33168,305-681-8721,305-681-8721,MOTL,31,Rooms,25.89758,-80.21073,915631.998134661,569244.622379154
-8932517.2945,2965421.6432,370,,MR C,MAIN HIGHWAY HOTEL LLC,2988 MCFARLANE RD,MIAMI,33133,305-800-6672,305-372-1812,HOTL,100,Rooms,25.72792,-80.24217,905652.74414308,507518.372472323
-8920147.5915,2972580.4721,371,0232340080790,NASSAU SUITES HOTEL,NASSAU INVESTMENT CORP,1414 COLLINS AVE,MIAMI BEACH,33139,305-534-2354,,HOTL,22,Rooms,25.78584,-80.13105,942096.997369912,528795.810232326
-8919941.1521,2973330.3714,372,0232340190540,NATIONAL HOTEL (THE),NEW NATIONAL LLC,1677 COLLINS AVENUE,MIAMI BEACH,33139,305-532-2311,305-423-7201,HOTL,151,Rooms,25.7919,-80.12919,942692.665797997,531004.486261159
-8919846.6446,2973643.0741,373,0232340710001,NAUTILUS,QUADRUM MIAMI BEACH LLC,1825 COLLINS AVE,MIAMI BEACH,33139,,,HOTL,250,Rooms,25.79443,-80.12834,942965.935920745,531925.623526491
-8918904.537,2979925.174,374,0232110640001,NEW CASABLANCA ON THE OCEAN,"CASABLANCA RENTAL SERVICES, INC.",6345 COLLINS AVE,MIAMI BEACH,33141,305-868-0010,305-868-0010,HOTL,150,Rooms,25.84523,-80.11988,945627.123183664,550408.312610909
-8919119.222,2981647.0391,375,0232020031110,NEW HOTEL,NEW HOTEL BBG LLC,7337 HARDING AVE,MIAMI BEACH,33141,,,HOTL,10,Rooms,25.85915,-80.12181,944958.999191828,555463.561358653
-8918945.8941,2978548.1592,376,0232140210001,NEW POINT MIAMI,NEW POINT MIAMI INC,5445 COLLINS AVE SUITE CU#15,MIAMI BEACH,33140,305-397-8952,305-397-8952,HOTL,110,Rooms,25.8341,-80.12025,945532.013137661,546360.880417071
-8926095.5235,2978782.7056,377,0132180240820,NEW YORKER,NEW YORKER HOTEL MIAMI LLC,6500 BISCAYNE BLVD,MIAMI,33138,305-759-5823,305-759-5823,MOTL,51,Rooms,25.83599,-80.18448,924401.643324997,546913.953785993
-8919076.2573,2990481.7722,378,3122140290001,NEWPORT BEACHSIDE HOTEL & RESORT,NEWPORT HOSPITALITY LLC,16701 COLLINS AVE,SUNNY ISLES BEACH,33160,305-749-2123,305-749-2123,MOTL,355,Rooms,25.93055,-80.12142,944912.130847245,581414.979928158
-8932478.2299,2979040.6342,379,3031160000010,NEXX MIAMI,27TH AVE MOTEL LLC,7000 NW 27 AVE,MIAMI,33147,,305-691-7421,MOTL,48,Rooms,25.83808,-80.24181,905537.800147247,547559.04895249
-8958674.38809999,2934514.6489,380,1079070310011,NEXX MOTEL,KROME MANAGEMENT LLC,841 N KROME AVE,HOMESTEAD,33030,305-247-2442,305-247-2442,MOTL,28,Rooms,25.47754,-80.47715,828654.65995058,416143.363293573
-8935280.27439999,2975966.4315,381,0431200190290,NEXX MOTELS,NEXX MOTELS LLC,699 E OKEECHOBEE RD,HIALEAH,33010,786-270-6605,305-885-2999,MOTL,17,Rooms,25.81322,-80.267,897308.937011831,538477.124859154
-8921498.97639999,2972729.6818,382,0232330160200,NOTUS LLC,NOTUS LLC,1330 15 ST,MIAMI BEACH,33139,,,HOTL,8,Rooms,25.78704,-80.14319,938099.373147327,529208.310063489
-8946754.62399999,2973151.9705,383,2530310440001,NUVO SUITES,ONE SP LLC,1750 NW 107 AVE,SWEETWATER,33172,786-472-9095,305-789-2763,HOTL,368,Rooms,25.79046,-80.37006,863438.398781911,530028.372727826
-8927096.34389999,2969303.2653,384,0141390750010,OB SUITES,PARK PLACE AT BRICKELL,1451 S MIAMI AVE,MIAMI,33130,,305-760-6030,HOTL,370,Rooms,25.75932,-80.19348,921615.154803496,519029.217888907
-8920170.50639999,2971730.0945,385,0242032270001,OCEAN DRIVE SUITES,DIVINA PROPERTY ASSISTANCE LLC,850 OCEAN DR,MIAMI BEACH,33139,,,HOTL,5,Rooms,25.77896,-80.13125,942045.749440912,526295.185968488
-8920293.20659999,2971117.8798,386,0242030030620,OCEAN FIVE HOTEL,OCEAN FIVE HOTEL LLC,436 OCEAN DR (436-444),MIAMI BEACH,33139,305-532-7093,,HOTL,62,Rooms,25.774,-80.13235,941694.874158412,524492.747972324
-8918984.12699999,2991281.7595,387,3122110650001,OCEAN POINT RESORT & CLUB,BOYKIN ENTERPRISES LTD LLC,17375 COLLINS AVE,GOLDEN BEACH,33160,5282512,,HOTL,166,Rooms,25.93701,-80.1206,945168.373444997,583765.872536071
-8920209.09529999,2972164.6867,388,0232340081110,OCEAN REEF HOTEL,1130 COLLINS LLC,1130 COLLINS AVE,MIAMI BEACH,33139,305-539-1970,305-864-3777,HOTL,36,Rooms,25.78247,-80.13161,941923.248045497,527572.187023409
-8919267.63579999,2976023.5789,389,0232230240001,OCEAN SPRAY HOTEL,VISTAS INTERNATIONAL HOSPITALITY LLC,4130 COLLINS AVE,MIAMI BEACH,33140,305-535-5304,305-535-5304,HOTL,54,Rooms,25.81368,-80.12315,944630.778391577,538934.611148909
-8918939.29149999,2981777.1591,390,0232020030030,OCEAN SURF,7436 OCEAN TERRACE LLC,7430 OCEAN TER,MIAMI BEACH,33141,305-324-4700,305-324-4700,HOTL,38,Rooms,25.8602,-80.12019,945487.996821497,555849.436571158
-8918940.04619999,2981794.0535,391,0232020030020,OCEAN SURF,7436 OCEAN TERRACE LLC,7436 OCEAN TERRACE,MIAMI BEACH,33141,305-324-4700,305-324-4700,HOTL,49,Rooms,25.86034,-80.1202,945485.435146827,555899.060487658
-8919025.49219999,2979817.069,392,0232110080010,OCEANSIDE HOTEL,HARDING HOTEL LLC,6084 COLLINS AVE,MIAMI BEACH,33140,305-772-4672,305-772-4672,HOTL,67,Rooms,25.84436,-80.12097,945271.874878414,550088.247634239
-8920141.721,2972621.1643,393,0232340080770,ODYSSEY OF SOUTH BEACH,ODYSSEY OF SOUTH BEACH LLC,1420 COLLINS AVE,MIAMI BEACH,33139,305-673-0800,305-673-0800,HOTL,27,Rooms,25.78617,-80.13099,942113.561313163,528915.559336655
-8920610.2373,2971040.0088,394,0242030092840,ORANGE,SUPERSTEIN BERNARD,350 EUCLID AVE,MIAMI BEACH,33139,,,HOTL,12,Rooms,25.77337,-80.1352,940759.122420996,524257.62278641
-8940215.5684,2969708.9657,395,3040110110190,ORANGE GROVE MOTEL,ESTEVEZ GONZALO & LAGO BELKIS,7160 SW 8 ST,MIAMI,33144,305-649-1212,,MOTL,12,Rooms,25.76261,-80.31132,882819.812118746,520002.218239486
-8920161.0049,2972485.5569,396,0232340080900,ORCHID HOUSE,MB AMERICA LLC,1350  COLLINS AVENUE,MIAMI BEACH,33139,786-606-7623,786-606-7623,HOTL,4,Rooms,25.78507,-80.13117,942059.187406164,528516.497470737
-8934928.6166,2975678.2854,397,0431200240130,PALACIO INN,SUNVIRA INC,845 E OCKEECHOBEE RD,HIALEAH,33010,732-600-6360,732-600-9253,MOTL,33,Rooms,25.81089,-80.26383,898352.936564244,537635.980544075
-8936901.6457,2978434.8745,398,0431180031810,PALM AVE MOTEL,HORNS MANAGEMENT LLC,8 E 13 ST,MIAMI,33010,305-634-6865,305-634-6865,MOTL,23,Rooms,25.83318,-80.28155,892477.644180994,545705.489339404
-8927411.7934,2979602.8631,399,0131120690100,PALM PLAZA MOTEL,INNOVATIVE PROPERTY MGMT GRP,7331 N MIAMI AVE,MIAMI,33150,305-751-6232,,MOTL,16,Rooms,25.84262,-80.1963,920497.610450663,549300.165220909
-8919367.3077,2975086.0254,400,0232260011190,PALMS SOUTH BEACH HOTEL,PALMS SOUTH BEACH INC,3025 COLLINS AVE,MIAMI BEACH,33140,305-534-0505,305-534-0505,HOTL,246,Rooms,25.8061,-80.12404,944354.556174997,536176.793501824
-8920122.9138,2972838.72939999,401,0232340191050,PARISIAN APT HTL,OCEAN BEACH PROP INC,1510 COLLINS AVE,MIAMI BEACH,33139,305-673-4112,,HOTL,44,Rooms,25.78792,-80.13082,942164.934898078,529555.560025156
-8958745.4223,2932824.6662,402,1078130500070,PARK MOTEL,PARK MOTEL LLC,600   S KROME AVE,HOMESTEAD,33030,305-248-7033,305-248-7033,MOTL,21,Rooms,25.46383,-80.47778,828463.673783995,411161.310921744
-8919019.0539,2980278.5491,403,0232110071930,PARK ROYAL MIAMI BEACH,VACATION SERVICES EAST INC,6495 INDIAN CREEK DR,MIAMI BEACH,33141,786-864-2585,786-864-2585,HOTL,42,Rooms,25.84809,-80.12091,945281.825973995,551444.445709243
-8920181.2033,2974092.5942,404,0232270400001,PARK VILLAS TH2 WEST,SOBE BEACH PROPERTIES LLC,2135 WASHINGTON COURT #TH2 WEST,MIAMI,33139,810-499-3333,810-499-3333,HOTL,1,Rooms,25.79807,-80.13135,941968.312259831,533240.560529158
-8920181.2033,2974092.5942,405,0232270400001,PARK VILLAS TH5 WEST,MARTIN MARION,2135 WASHINGTON CT #TH5 W,MIAMI BEACH,33139,508-878-5690,305-447-0123,HOTL,1,Rooms,25.79807,-80.13135,941968.312259831,533240.560529158
-8937659.4294,2975432.8737,406,0531190134700,PARKWAY INN,AQUINO DAVID,777 CURTISS PARKWAY,MIAMI SPRINGS,33166,,,MOTL,89,Rooms,25.80891,-80.28836,890286.26700208,536870.23338791
-8920180.32569999,2971680.417,407,0242030040320,PELICAN HOTEL,PELICAN DRIVE INC,826 OCEAN DR,MIAMI BEACH,33139,305-673-3373,305-673-3373,HOTL,28,Rooms,25.77856,-80.13134,942017.684536412,526148.934620574
-8920023.87179999,2972586.9882,408,0232341850001,PENGUIN HOTEL DEVELOPMENT LLC,PENGUIN HOTEL DEVELOPMENT LLC,1418 OCEAN DR,MIAMI BEACH,33139,,305-534-9334,HOTL,44,Rooms,25.78589,-80.12995,942462.593423497,528817.382039577
-8920092.5223,2973628.4635,409,0232340190051,PESTANA SOUTH BEACH HOTEL,PESTANA MIAMI LLC,1817 JAMES AVE,MIAMI BEACH,33139,305-341-2401,305-341-2401,HOTL,99,Rooms,25.79431,-80.13055,942239.442623079,531877.866076075
-8920098.5073,2973931.2945,410,0232260010200,PLYMOUTH HOTEL,PLYMOUTH HOTEL LLC,336 21 ST,MIAMI BEACH,33139,305-531-3464,305-531-3464,HOTL,89,Rooms,25.79676,-80.13061,942215.873116411,532767.999138325
-8934340.02959999,2968916.1616,411,0341080070010,PONCE DE LEON HOTEL,STEFA PROPERTIES LLC,1721 PONCE DE LEON BLVD,CORAL GABLES,33134,305-444-9934,,HOTL,31,Rooms,25.75619,-80.25854,900204.347231496,517765.148566656
-8920076.35609999,2972600.3868,412,0232340080690,PRESIDENT HOTEL,PRESIDENT HOTEL INC,1423 COLLINS AVE,MIAMI BEACH,33139,5382882,305-534-9334,HOTL,64,Rooms,25.786,-80.13041,942307.186582077,528855.749088824
-8920395.56389999,2970595.4029,413,0242030030230,PRIME HOTEL,BROWNS HOTEL LLC,100 OCEAN DR,MIAMI BEACH,33139,305-532-0553,305-532-0553,HOTL,14,Rooms,25.76978,-80.13327,941402.374743413,522954.499736488
-8957249.5521,2934863.5744,414,1079070260072,PRINCE OF HOMESTEAD INN,PRINCE OF HOMESTEAD INN LLC,1020 N HOMESTEAD BLVD,HOMESTEAD,33030,305-248-2121,,MOTL,50,Rooms,25.48037,-80.46435,832873.063259162,417188.532463074
-8920272.8241,2971837.995,415,0232340081360,PRINCESS ANN HOTEL,DHB COLLINS HOSPITALITY LLC,920 COLLINS AVE,MIAMI BEACH,33139,305-534-2196,305-534-2196,HOTL,45,Rooms,25.77983,-80.13217,941741.18476133,526610.436322242
-8943197.49099999,2976899.4705,416,3530210180010,"PROVIDENT AT THE BLUE, DORAL - MIAMI",PROVIDENT DORAL RESORTS LLC,5300 NW 87 AVE,DORAL,33178,305-597-8600,727-451-6127,HOTL,200,Rooms,25.82077,-80.33811,873897.351617247,541095.436223574
-8938063.87029999,2972112.5344,417,3030510510080,PULLMAN MIAMI AIRPORT,LR MIAMI AIRPORT HOTEL LLC,5800 BLUE LAGOON DR,MIAMI,33126,305-264-4888,,HOTL,281,Rooms,25.78205,-80.29199,889143.464825746,527103.022279322
-8958274.3405,2930366.2223,418,1679300010300,QUALITY INN FLORIDA CITY-HOMESTEAD,JAI ASHIRWAAD LLC,333 SE 1ST AVE,FLORIDA CITY,33034,305-248-4009,,MOTL,123,Rooms,25.44389,-80.47354,829888.515094411,403919.537675656
-8941479.9254,2975673.0148,419,3530270320020,QUALITY INN MIAMI AIRPORT,DORAL HOSPITALITY LLC,3959 NW 79 AVE,MIAMI,33166,305-599-5200,305-599-5200,HOTL,129,Rooms,25.81085,-80.32269,878991.499565411,537516.498827659
-8943130.4712,2953935.2487,420,3350210000431,QUALITY INN SOUTH,QUALITY INN SOUTH INC,14501 S DIXIE HWY,MIAMI,33176,305-251-2000,,MOTL,100,Rooms,25.63493,-80.33751,874434.44732783,473551.36560332
-8940389.7941,2980198.5883,421,0430110021381,RAINBOW INN MOTEL,GHALLOUB INC,2801 W OKEECHOBEE RD,HIALEAH,33010,305-884-8140,,MOTL,37,Rooms,25.84744,-80.31289,882143.732106078,550833.222194158
-8931670.7238,2969969.3277,422,0141100140380,RAINBOW MOTEL,HAGA BUSINESS INC,835 SW 24 AVE,MIAMI,33135,305-553-8703,,MOTL,13,Rooms,25.76471,-80.23456,908078.812453661,520907.15573407
-8936463.57669999,2975335.3052,423,,RAMADA MIAMI AIRPORT,AQ GROUP LLC,5001 NW 36 ST,MIAMI SPRINGS,33166,305-883-4700,305-883-4700,MOTL,116,Rooms,25.80812,-80.27762,893822.088014413,536602.699474156
-8933406.70589999,2970908.1109,424,0141040250180,RAMONA MOTEL,WARRIORS AIR INC,3301 W FLAGLER ST,MIAMI,33135,305-649-1211,,MOTL,23,Rooms,25.77231,-80.25016,902930.619337995,523638.017070241
-8934894.11779999,2975124.8557,425,0531290000020,RED ROOF INN #10255,RRI OPCO LLC,3401 NW LE JEUNE RD,MIAMI,33142,305-871-4221,614-744-2693,HOTL,200,Rooms,25.80641,-80.26352,898463.997693829,536009.81188041
-8919440.39319999,2975098.1074,426,0232260011200,RED SOUTH BEACH HOTEL,3010 COLLINS LLC,3010 COLLINS AVE,MIAMI BEACH,33140,305-538-1471,305-467-0055,HOTL,76,Rooms,25.8062,-80.12469,944138.311528746,536210.871517658
-8920036.79899999,2973543.0225,427,0232340190360,REDBURY SOUTH BEACH,RED 18 LLC,1776 COLLINS AVE,MIAMI BEACH,33139,305-604-1776,786-216-7780,HOTL,69,Rooms,25.79362,-80.13005,942405.812040996,531627.774712741
-8921126.76169999,2994084.5851,428,2822030600010,RESIDENCE INN AT AVENTURA MALL,N SITE LAMITED PARTNERSHIP,19900 W COUNTRY CLUB DR,AVENTURAI,33180,,786-528-1001,HOTL,191,Rooms,25.95965,-80.13985,938788.610613994,591953.007080406
-8932142.95429999,2965779.8857,429,0141210250310,RESIDENCE INN BY MARRIOTT,"HHLP COCONUT GROVE LESSEE, LLC",2835 TIGERTAIL AVE,MIAMI,33133,,,MOTL,140,Rooms,25.73082,-80.2388,906753.75670483,508578.450076573
-8919180.42019999,2984226.0102,430,1422350060420,RESIDENCE INN BY MARRIOTT,HDP-TLD PARTNERS LLC,9200 COLLINS AVE,SURFSIDE,33154,305-514-3101,,HOTL,175,Rooms,25.88,-80.12236,944727.560678329,563039.249947406
